sys_status::state,sys_status::sclock,sys_status::smb1_connected,sys_status::smb2_connected,sys_status::smb3_connected,sys_status::smb4_connected,sys_status::sGUI_connected,c2s_DATA::READY,c2s_DATA::FAULT,c2s_DATA::B_act,s2c_DATA::RUN,s2c_DATA::FAULT_RESET,s2c_DATA::pos_x,s2c_DATA::pos_y,s2c_DATA::pos_z,s2c_DATA::Bref_x,s2c_DATA::Bref_y,s2c_DATA::Bref_z,s2c_DATA::B_mag,mb1::CB::run_A,mb1::CB::stop_A,mb1::CB:::run_B,mb1::CB::stop_B,mb1::CB::fault_reset,mb1::CB::coil_overheat,mb1::DI::sys_ready,mb1::DI::sys_fault,mb1::DI::sys_A_run,mb1::DI::sys_B_run,mb1::DI::commun,mb1::DI::precharge_Main,mb1::DI::precharge_Aux,mb1::DI::emerg_sw_on,mb1::DI::overheat,mb1::DI::A_fault,mb1::DI::B_fault,mb1::DI::DCL_undervoltage,mb1::DI::DCL_overvoltage,mb1::DI::A_overcurrent,mb1::DI::B_overcurrent,mb1::DI::coil_overheat,mb1::IR::current_A,mb1::IR::current_B,mb1::IR::temperature,mb1::HR::current_A_ref,mb1::HR::current_B_ref,mb2::CB::run_A,mb2::CB::stop_A,mb2::CB:::run_B,mb2::CB::stop_B,mb2::CB::fault_reset,mb2::CB::coil_overheat,mb2::DI::sys_ready,mb2::DI::sys_fault,mb2::DI::sys_A_run,mb2::DI::sys_B_run,mb2::DI::commun,mb2::DI::precharge_Main,mb2::DI::precharge_Aux,mb2::DI::emerg_sw_on,mb2::DI::overheat,mb2::DI::A_fault,mb2::DI::B_fault,mb2::DI::DCL_undervoltage,mb2::DI::DCL_overvoltage,mb2::DI::A_overcurrent,mb2::DI::B_overcurrent,mb2::DI::coil_overheat,mb2::IR::current_A,mb2::IR::current_B,mb2::IR::temperature,mb2::HR::current_A_ref,mb2::HR::current_B_ref,mb3::CB::run_A,mb3::CB::stop_A,mb3::CB:::run_B,mb3::CB::stop_B,mb3::CB::fault_reset,mb3::CB::coil_overheat,mb3::DI::sys_ready,mb3::DI::sys_fault,mb3::DI::sys_A_run,mb3::DI::sys_B_run,mb3::DI::commun,mb3::DI::precharge_Main,mb3::DI::precharge_Aux,mb3::DI::emerg_sw_on,mb3::DI::overheat,mb3::DI::A_fault,mb3::DI::B_fault,mb3::DI::DCL_undervoltage,mb3::DI::DCL_overvoltage,mb3::DI::A_overcurrent,mb3::DI::B_overcurrent,mb3::DI::coil_overheat,mb3::IR::current_A,mb3::IR::current_B,mb3::IR::temperature,mb3::HR::current_A_ref,mb3::HR::current_B_ref,mb4::CB::run_A,mb4::CB::stop_A,mb4::CB:::run_B,mb4::CB::stop_B,mb4::CB::fault_reset,mb4::CB::coil_overheat,mb4::DI::sys_ready,mb4::DI::sys_fault,mb4::DI::sys_A_run,mb4::DI::sys_B_run,mb4::DI::commun,mb4::DI::precharge_Main,mb4::DI::precharge_Aux,mb4::DI::emerg_sw_on,mb4::DI::overheat,mb4::DI::A_fault,mb4::DI::B_fault,mb4::DI::DCL_undervoltage,mb4::DI::DCL_overvoltage,mb4::DI::A_overcurrent,mb4::DI::B_overcurrent,mb4::DI::coil_overheat,mb4::IR::current_A,mb4::IR::current_B,mb4::IR::temperature,mb4::HR::current_A_ref,mb4::HR::current_B_ref,
0,320,1,0,1,1,0,1,1,0.500000,1,0,3.400000,36.700016,36.700016,0.500000,36.700016,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,36.700016,0.500000,36.700016,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,36.700016,36.700016,0.500000,36.700016,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,36.700016,36.700016,0.500000,0.500000,36.700016,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,36.700016,36.700016,36.700016,
2,330,1,0,1,1,0,1,1,0.500000,1,0,3.400000,37.700001,37.700001,0.500000,37.700001,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,37.700001,0.500000,37.700001,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,37.700001,37.700001,0.500000,37.700001,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,37.700001,37.700001,0.500000,0.500000,37.700001,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,37.700001,37.700001,37.700001,
0,340,1,0,1,1,0,1,1,0.500000,1,0,3.400000,38.699986,38.699986,0.500000,38.699986,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,38.699986,0.500000,38.699986,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,38.699986,38.699986,0.500000,38.699986,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,38.699986,38.699986,0.500000,0.500000,38.699986,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,38.699986,38.699986,38.699986,
2,350,1,0,1,1,0,1,1,0.500000,1,0,3.400000,39.699970,39.699970,0.500000,39.699970,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,39.699970,0.500000,39.699970,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,39.699970,39.699970,0.500000,39.699970,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,39.699970,39.699970,0.500000,0.500000,39.699970,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,39.699970,39.699970,39.699970,
0,360,1,0,1,1,0,1,1,0.500000,1,0,3.400000,40.699955,40.699955,0.500000,40.699955,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,40.699955,0.500000,40.699955,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,40.699955,40.699955,0.500000,40.699955,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,40.699955,40.699955,0.500000,0.500000,40.699955,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,40.699955,40.699955,40.699955,
2,370,1,0,1,1,0,1,1,0.500000,1,0,3.400000,41.699940,41.699940,0.500000,41.699940,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,41.699940,0.500000,41.699940,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,41.699940,41.699940,0.500000,41.699940,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,41.699940,41.699940,0.500000,0.500000,41.699940,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,41.699940,41.699940,41.699940,
0,380,1,0,1,1,0,1,1,0.500000,1,0,3.400000,42.699924,42.699924,0.500000,42.699924,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,42.699924,0.500000,42.699924,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,42.699924,42.699924,0.500000,42.699924,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,42.699924,42.699924,0.500000,0.500000,42.699924,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,42.699924,42.699924,42.699924,
2,390,1,0,1,1,0,1,1,0.500000,1,0,3.400000,43.699909,43.699909,0.500000,43.699909,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,43.699909,0.500000,43.699909,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,43.699909,43.699909,0.500000,43.699909,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,43.699909,43.699909,0.500000,0.500000,43.699909,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,43.699909,43.699909,43.699909,
0,400,1,0,1,1,0,1,1,0.500000,1,0,3.400000,44.699894,44.699894,0.500000,44.699894,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,44.699894,0.500000,44.699894,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,44.699894,44.699894,0.500000,44.699894,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,44.699894,44.699894,0.500000,0.500000,44.699894,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,44.699894,44.699894,44.699894,
2,410,1,0,1,1,0,1,1,0.500000,1,0,3.400000,45.699879,45.699879,0.500000,45.699879,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,45.699879,0.500000,45.699879,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,45.699879,45.699879,0.500000,45.699879,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,45.699879,45.699879,0.500000,0.500000,45.699879,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,45.699879,45.699879,45.699879,
0,420,1,0,1,1,0,1,1,0.500000,1,0,3.400000,46.699863,46.699863,0.500000,46.699863,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,46.699863,0.500000,46.699863,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,46.699863,46.699863,0.500000,46.699863,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,46.699863,46.699863,0.500000,0.500000,46.699863,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,46.699863,46.699863,46.699863,
2,430,1,0,1,1,0,1,1,0.500000,1,0,3.400000,47.699848,47.699848,0.500000,47.699848,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,47.699848,0.500000,47.699848,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,47.699848,47.699848,0.500000,47.699848,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,47.699848,47.699848,0.500000,0.500000,47.699848,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,47.699848,47.699848,47.699848,
0,440,1,0,1,1,0,1,1,0.500000,1,0,3.400000,48.699833,48.699833,0.500000,48.699833,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,48.699833,0.500000,48.699833,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,48.699833,48.699833,0.500000,48.699833,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,48.699833,48.699833,0.500000,0.500000,48.699833,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,48.699833,48.699833,48.699833,
2,450,1,0,1,1,0,1,1,0.500000,1,0,3.400000,49.699818,49.699818,0.500000,49.699818,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,49.699818,0.500000,49.699818,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,49.699818,49.699818,0.500000,49.699818,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,49.699818,49.699818,0.500000,0.500000,49.699818,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,49.699818,49.699818,49.699818,
0,460,1,0,1,1,0,1,1,0.500000,1,0,3.400000,50.699802,50.699802,0.500000,50.699802,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,50.699802,0.500000,50.699802,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,50.699802,50.699802,0.500000,50.699802,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,50.699802,50.699802,0.500000,0.500000,50.699802,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,50.699802,50.699802,50.699802,
2,470,1,0,1,1,0,1,1,0.500000,1,0,3.400000,51.699787,51.699787,0.500000,51.699787,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,51.699787,0.500000,51.699787,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,51.699787,51.699787,0.500000,51.699787,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,51.699787,51.699787,0.500000,0.500000,51.699787,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,51.699787,51.699787,51.699787,
0,480,1,0,1,1,0,1,1,0.500000,1,0,3.400000,52.699772,52.699772,0.500000,52.699772,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,52.699772,0.500000,52.699772,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,52.699772,52.699772,0.500000,52.699772,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,52.699772,52.699772,0.500000,0.500000,52.699772,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,52.699772,52.699772,52.699772,
2,490,1,0,1,1,0,1,1,0.500000,1,0,3.400000,53.699757,53.699757,0.500000,53.699757,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,53.699757,0.500000,53.699757,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,53.699757,53.699757,0.500000,53.699757,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,53.699757,53.699757,0.500000,0.500000,53.699757,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,53.699757,53.699757,53.699757,
0,500,1,0,1,1,0,1,1,0.500000,1,0,3.400000,54.699741,54.699741,0.500000,54.699741,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,54.699741,0.500000,54.699741,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,54.699741,54.699741,0.500000,54.699741,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,54.699741,54.699741,0.500000,0.500000,54.699741,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,54.699741,54.699741,54.699741,
2,510,1,0,1,1,0,1,1,0.500000,1,0,3.400000,55.699726,55.699726,0.500000,55.699726,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,55.699726,0.500000,55.699726,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,55.699726,55.699726,0.500000,55.699726,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,55.699726,55.699726,0.500000,0.500000,55.699726,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,55.699726,55.699726,55.699726,
0,520,1,0,1,1,0,1,1,0.500000,1,0,3.400000,56.699711,56.699711,0.500000,56.699711,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,56.699711,0.500000,56.699711,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,56.699711,56.699711,0.500000,56.699711,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,56.699711,56.699711,0.500000,0.500000,56.699711,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,56.699711,56.699711,56.699711,
2,530,1,0,1,1,0,1,1,0.500000,1,0,3.400000,57.699696,57.699696,0.500000,57.699696,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,57.699696,0.500000,57.699696,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,57.699696,57.699696,0.500000,57.699696,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,57.699696,57.699696,0.500000,0.500000,57.699696,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,57.699696,57.699696,57.699696,
0,540,1,0,1,1,0,1,1,0.500000,1,0,3.400000,58.699680,58.699680,0.500000,58.699680,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,58.699680,0.500000,58.699680,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,58.699680,58.699680,0.500000,58.699680,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,58.699680,58.699680,0.500000,0.500000,58.699680,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,58.699680,58.699680,58.699680,
2,550,1,0,1,1,0,1,1,0.500000,1,0,3.400000,59.699665,59.699665,0.500000,59.699665,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,59.699665,0.500000,59.699665,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,59.699665,59.699665,0.500000,59.699665,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,59.699665,59.699665,0.500000,0.500000,59.699665,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,59.699665,59.699665,59.699665,
0,560,1,0,1,1,0,1,1,0.500000,1,0,3.400000,60.699650,60.699650,0.500000,60.699650,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,60.699650,0.500000,60.699650,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,60.699650,60.699650,0.500000,60.699650,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,60.699650,60.699650,0.500000,0.500000,60.699650,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,60.699650,60.699650,60.699650,
2,570,1,0,1,1,0,1,1,0.500000,1,0,3.400000,61.699635,61.699635,0.500000,61.699635,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,61.699635,0.500000,61.699635,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,61.699635,61.699635,0.500000,61.699635,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,61.699635,61.699635,0.500000,0.500000,61.699635,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,61.699635,61.699635,61.699635,
0,580,1,0,1,1,0,1,1,0.500000,1,0,3.400000,62.699619,62.699619,0.500000,62.699619,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,62.699619,0.500000,62.699619,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,62.699619,62.699619,0.500000,62.699619,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,62.699619,62.699619,0.500000,0.500000,62.699619,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,62.699619,62.699619,62.699619,
2,590,1,0,1,1,0,1,1,0.500000,1,0,3.400000,63.699604,63.699604,0.500000,63.699604,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,63.699604,0.500000,63.699604,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,63.699604,63.699604,0.500000,63.699604,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,63.699604,63.699604,0.500000,0.500000,63.699604,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,63.699604,63.699604,63.699604,
0,600,1,0,1,1,0,1,1,0.500000,1,0,3.400000,64.699593,64.699593,0.500000,64.699593,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,64.699593,0.500000,64.699593,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,64.699593,64.699593,0.500000,64.699593,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,64.699593,64.699593,0.500000,0.500000,64.699593,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,64.699593,64.699593,64.699593,
2,610,1,0,1,1,0,1,1,0.500000,1,0,3.400000,65.699577,65.699577,0.500000,65.699577,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,65.699577,0.500000,65.699577,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,65.699577,65.699577,0.500000,65.699577,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,65.699577,65.699577,0.500000,0.500000,65.699577,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,65.699577,65.699577,65.699577,
0,620,1,0,1,1,0,1,1,0.500000,1,0,3.400000,66.699562,66.699562,0.500000,66.699562,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,66.699562,0.500000,66.699562,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,66.699562,66.699562,0.500000,66.699562,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,66.699562,66.699562,0.500000,0.500000,66.699562,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,66.699562,66.699562,66.699562,
2,630,1,0,1,1,0,1,1,0.500000,1,0,3.400000,67.699547,67.699547,0.500000,67.699547,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,67.699547,0.500000,67.699547,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,67.699547,67.699547,0.500000,67.699547,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,67.699547,67.699547,0.500000,0.500000,67.699547,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,67.699547,67.699547,67.699547,
0,640,1,0,1,1,0,1,1,0.500000,1,0,3.400000,68.699532,68.699532,0.500000,68.699532,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,68.699532,0.500000,68.699532,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,68.699532,68.699532,0.500000,68.699532,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,68.699532,68.699532,0.500000,0.500000,68.699532,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,68.699532,68.699532,68.699532,
2,650,1,0,1,1,0,1,1,0.500000,1,0,3.400000,69.699516,69.699516,0.500000,69.699516,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,69.699516,0.500000,69.699516,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,69.699516,69.699516,0.500000,69.699516,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,69.699516,69.699516,0.500000,0.500000,69.699516,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,69.699516,69.699516,69.699516,
0,660,1,0,1,1,0,1,1,0.500000,1,0,3.400000,70.699501,70.699501,0.500000,70.699501,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,70.699501,0.500000,70.699501,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,70.699501,70.699501,0.500000,70.699501,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,70.699501,70.699501,0.500000,0.500000,70.699501,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,70.699501,70.699501,70.699501,
2,670,1,0,1,1,0,1,1,0.500000,1,0,3.400000,71.699486,71.699486,0.500000,71.699486,0.500000,0.500000,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0.500000,71.699486,0.500000,71.699486,0.500000,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.500000,71.699486,71.699486,0.500000,71.699486,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,71.699486,71.699486,0.500000,0.500000,71.699486,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.500000,0.500000,71.699486,71.699486,71.699486,
